coucode,indcode,hrisk,emp_needed,tele,emp_share
2,31,0.00208029243513327,0.0119877364692658,0.826464951038361,0.0599345435973846
2,32,0.744257142278098,0.99569042692249,0.252521544694901,0.102071224250262
2,33,0.0283003689106884,0.0402848526130078,0.297493547201157,0.0444747439961204
2,34,7.03861221955149e-08,1.02357602067304e-07,0.312350809574127,0.00239428931542536
3,1,0.832139771334232,0.900968404578058,0.0763940587639809,0.0129895819596466
3,2,0.0295820962404898,0.0396798397760015,0.254480451345444,0.000527495714097323
3,3,0.685054451102382,0.883716881739479,0.224803254008293,0.0209239966591938
3,4,0.00728366433897486,0.00939589127100487,0.224803254008293,0.00534089410523539
3,5,0.0425535178533585,0.0548938293064168,0.224803254008293,0.00272539452283617
3,6,0.133653669300291,0.172412577827978,0.224803254008293,0.0111433469603059
3,7,0.0197621215922559,0.0254930399210774,0.224803254008293,0.000967075475845092
3,8,0.743602834222903,0.959244008785942,0.224803254008293,0.0149237329113368
3,9,0.0152829564208421,0.0197149388201967,0.224803254008293,0.00490131434348763
3,10,0.0515619419840657,0.0665146522488334,0.224803254008293,0.00595630577168227
3,11,0.0281332709875228,0.0362917815805999,0.224803254008293,0.0189239087432415
3,12,0.019871357721818,0.0256339539924109,0.224803254008293,0.00720910809266341
3,13,0.0210434989610411,0.0271460104416721,0.224803254008293,0.00591234779550749
3,14,0.00696079239131343,0.00897938804220406,0.224803254008293,0.00916523803244099
3,15,0.104915855132331,0.13534093850989,0.224803254008293,0.00945096487757704
3,16,0.51825761124529,0.822651215709582,0.370015382766724,0.0111653259483933
3,17,0.050646192358622,0.062188289658542,0.185599207878113,0.0588377511099389
3,18,0.0735006262946869,0.0858086039832267,0.14343523979187,0.0157369554705701
3,19,0.189158157560308,0.39208033821461,0.517552554607391,0.044243703019913
3,20,0.334616998569633,0.390649970807025,0.14343523979187,0.0670798716427096
3,21,0.0893194210666912,0.0925940975971864,0.0353659316897392,0.0326168183216845
3,22,0.319053564154364,0.392027438789693,0.186144813895226,0.0236713701701174
3,23,0.00815766007974569,0.0100234786470913,0.186144813895226,0.000813222559233373
3,24,0.031269009313667,0.0384208515808874,0.186144813895226,0.0011429073805442
3,25,0.108427633019533,0.133227182022988,0.186144813895226,0.0204184799331839
3,26,0.208090029935382,0.735462815273359,0.717062473297119,0.0136269726141808
3,27,0.161456392376941,0.678473910653547,0.762030065059662,0.0275396720734977
3,28,0.0608524523646364,0.104577026487512,0.4181087911129,0.0055167260099345
3,29,0.0440600981102979,0.223380146391922,0.802757322788239,0.198514220405293
3,30,0.571741541932551,0.976962079230657,0.414776116609573,0.0946195437162073
3,31,0.00389658541931615,0.0224541695907062,0.826464951038361,0.0835201547320761
3,32,0.744562983571913,0.99609959094808,0.252521544694901,0.127390214954504
3,33,0.0718554341334496,0.10228437596149,0.297493547201157,0.0350345070112972
3,34,0.000901945879339276,0.00131163664830418,0.312350809574127,0.00745087696162469
4,1,0.843342022842062,0.913097225980873,0.0763940587639809,0.179366393173978
4,2,0.071232898758154,0.0955479958730907,0.254480451345444,0.00748818167173101
4,3,0.730778058452883,0.942700110947964,0.224803254008293,0.0322358443924741
4,4,0.0545248044580058,0.0703367303074168,0.224803254008293,0.0444819100418294
4,5,0.0463325169937966,0.0597687196616436,0.224803254008293,0.00699378392040752
4,6,0.0974849398024471,0.125755094182877,0.224803254008293,0.0104323480560169
4,7,0.086200934770733,0.111198783039855,0.224803254008293,0.000819367059777688
4,8,0.699287779156243,0.902077805114683,0.224803254008293,0.0080964575567863
4,9,0.0760528212382038,0.0981077663592482,0.224803254008293,0.00975185676908292
4,10,0.0509296237120388,0.0656989647794311,0.224803254008293,0.00712710466233745
4,11,0.0296906069583838,0.0383007373442993,0.224803254008293,0.0210257920085325
4,12,0.0116608255110556,0.0150424077130741,0.224803254008293,0.0102073693040102
4,13,0.0175271140029564,0.0226098910935623,0.224803254008293,0.00946577267702495
4,14,0.0169525368231692,0.0218686893499299,0.224803254008293,0.00644661337540344
4,15,0.0747863412165256,0.0964740133433502,0.224803254008293,0.0176844409139137
4,16,0.424777885377096,0.674267075349565,0.370015382766724,0.0188871051067399
4,17,0.0776685951707083,0.0953690074003317,0.185599207878113,0.0475927273535277
4,18,0.089167195564826,0.104098603756662,0.14343523979187,0.015526311403923
4,19,0.185738730651895,0.384992671068542,0.517552554607391,0.0453096096479777
4,20,0.328483435702539,0.383489317985394,0.14343523979187,0.0899109528544526
4,21,0.00721988070862897,0.00748457984826926,0.0353659316897392,0.0405711682785515
4,22,0.266350008643782,0.327269535405397,0.186144813895226,0.0342495430987074
4,23,0.199582622382487,0.245231124394154,0.186144813895226,0.00288583855969159
4,24,0.0224226090459923,0.0275511042121757,0.186144813895226,0.000808256997950194
4,25,0.15116032762289,0.185733690960875,0.186144813895226,0.00970463900631607
4,26,0.212481824451768,0.750984950380585,0.717062473297119,0.0114572512596033
4,27,0.0988065092645013,0.415205850643583,0.762030065059662,0.0181260658715566
4,28,0.0580601607893145,0.0997783776461545,0.4181087911129,0.00726042540426738
4,29,0.0306642351252933,0.155464504734804,0.802757322788239,0.0839948449313121
4,30,0.576730608781241,0.985487136034195,0.414776116609573,0.0682491098062961
4,31,0.00884413221330167,0.0509645300256128,0.826464951038361,0.0645439041868268
4,32,0.666744085352583,0.891991040839347,0.252521544694901,0.0426737474794047
4,33,0.0832935894102243,0.118566297972603,0.297493547201157,0.0266252631695895
4,34,0.236851236768181,0.344436145735146,0.312350809574127,0
5,1,0.828536084119178,0.897066646204534,0.0763940587639809,0.135030141170178
5,2,0.106205770107365,0.142458732703972,0.254480451345444,0.0029181172134253
5,3,0.695023168917004,0.896576478823918,0.224803254008293,0.0227260672353139
5,4,0.0185926621195506,0.0239844429374701,0.224803254008293,0.0283036491402957
5,5,0.115180423030398,0.148582180750834,0.224803254008293,0.00392187125083371
5,6,0.227958632679909,0.294065518023147,0.224803254008293,0.00750701744439581
5,7,0.187362402412935,0.241696580102697,0.224803254008293,0.000405954114150583
5,8,0.608462257829917,0.784913328101646,0.224803254008293,0.00499316254922958
5,9,0.17810550854632,0.229755232419701,0.224803254008293,0.00457821115692866
5,10,0.111071963214503,0.143282287740267,0.224803254008293,0.00658120136771701
5,11,0.0716717228770316,0.0924561709625627,0.224803254008293,0.0100168350993664
5,12,0.0248181575498269,0.0320153015065577,0.224803254008293,0.00445500804362434
5,13,0.0414443513465782,0.0534630099531166,0.224803254008293,0.00458967884157968
5,14,0.0216378347834916,0.0279127007374243,0.224803254008293,0.00758697402522325
5,15,0.151245435557082,0.19510587001187,0.224803254008293,0.0123054792789512
5,16,0.445032750773839,0.70641844038717,0.370015382766724,0.00639517110698685
5,17,0.0397332321904297,0.0487883024854462,0.185599207878113,0.0939071489738364
5,18,0.141620797647445,0.165335774043557,0.14343523979187,0.0280445928944073
5,19,0.20061032159838,0.415817978754403,0.517552554607391,0.0597872497456587
5,20,0.356175024326578,0.415817975327439,0.14343523979187,0.0885874025302077
5,21,0.0807557330639155,0.0837164430708678,0.0353659316897392,0.0478814956959847
5,22,0.353570377634383,0.434438931730128,0.186144813895226,0.0340136332987419
5,23,0.211504630983484,0.259879932688978,0.186144813895226,0.000592186236890528
5,24,0.174621423551949,0.214560804591922,0.186144813895226,0.000677718054178648
5,25,0.261248006167623,0.321000603827314,0.186144813895226,0.00803103199683957
5,26,0.230757716266232,0.815578332628021,0.717062473297119,0.00273997879602999
5,27,0.183101805363529,0.769432514277214,0.762030065059662,0.0119687830591096
5,28,0.0385030565258207,0.0661688232057329,0.4181087911129,0.00388719904753429
5,29,0.0745770070232368,0.378097722447613,0.802757322788239,0.087025971047105
5,30,0.572939196768062,0.979008569248414,0.414776116609573,0.052741804205347
5,31,0.00412996236103678,0.0237990099737704,0.826464951038361,0.062966307250397
5,32,0.746242781573092,0.998346877126375,0.252521544694901,0.0400075219552331
5,33,0.0658923407285837,0.0937960647422714,0.297493547201157,0.0505266666347532
5,34,4.78936163537451e-09,6.96483279855005e-09,0.312350809574127,0.0642987695395456
6,1,0.762962387195724,0.826069163408246,0.0763940587639809,0.0191472841956924
6,2,0.0331867179822477,0.0445148863529333,0.254480451345444,0.0148730546954925
6,3,0.650476297860137,0.839111233662346,0.224803254008293,0.0150815655932628
6,4,0.046311806956964,0.0597420038157119,0.224803254008293,0.00291622571968645
6,5,0.0374204377319927,0.0482721811275418,0.224803254008293,0.00415525850446141
6,6,0.122246760156361,0.15769772098304,0.224803254008293,0.0144049214425572
6,7,0.120908940688869,0.155971940431962,0.224803254008293,0.000713880175339941
6,8,0.629303189042998,0.811798027142042,0.224803254008293,0.00463032947377692
6,9,0.0659995691307267,0.085139120451665,0.224803254008293,0.00597705946517253
6,10,0.0591467383208455,0.0762990023199584,0.224803254008293,0.00330652646698148
6,11,0.0377185116676267,0.0486566950424611,0.224803254008293,0.0199547151403465
6,12,0.0502058403713725,0.0647652878201189,0.224803254008293,0.00793224886347468
6,13,0.0396750885273651,0.0511806695945414,0.224803254008293,0.00840379677369088
6,14,0.0189960074754001,0.0245047564681126,0.224803254008293,0.0099593086674029
6,15,0.120874424775532,0.155927415073057,0.224803254008293,0.0169190306167386
6,16,0.390883246127988,0.620464746972144,0.370015382766724,0.0083610322563161
6,17,0.045215964866655,0.0555205315417814,0.185599207878113,0.0776598757444156
6,18,0.193771419817917,0.226219229204379,0.14343523979187,0.0208750465789064
6,19,0.117982857361506,0.244550693527857,0.517552554607391,0.0472114851726638
6,20,0.211144336787361,0.246501311513279,0.14343523979187,0.0990788284473472
6,21,0.138827572200928,0.143917343126924,0.0353659316897392,0.0660026693947791
6,22,0.206263276268683,0.253439776252932,0.186144813895226,0.025255293057541
6,23,0.14091108469033,0.173140243001645,0.186144813895226,0.0009198436303769
6,24,0.0713801303079645,0.0877061810585736,0.186144813895226,0.00347975257284941
6,25,0.138065202241313,0.169643450823374,0.186144813895226,0.00764785669279602
6,26,0.187354207515723,0.662175179443299,0.717062473297119,0.0155114872051979
6,27,0.153756935641673,0.646119164928217,0.762030065059662,0.0420480355557964
6,28,0.0396063986614236,0.0680649545078591,0.4181087911129,0.0156619489291933
6,29,0.048781645918105,0.247317906082428,0.802757322788239,0.124700194445762
6,30,0.560305332315524,0.957420481661582,0.414776116609573,0.0761097297407164
6,31,0.0052722092985147,0.0303812361252748,0.826464951038361,0.0728745316702688
6,32,0.732394025444813,0.979819579075187,0.252521544694901,0.0931242623595011
6,33,0.0867759808319982,0.123523393253223,0.297493547201157,0.0551029207514956
6,34,0.229699587663428,0.33403600391236,0.312350809574127,0
7,1,0.721689042559915,0.781381983743102,0.0763940587639809,0.0317713771451486
7,2,0.440178379611897,0.590431706863072,0.254480451345444,0.000924150254755913
7,3,0.636223652781149,0.820725391419478,0.224803254008293,0.0189841191298316
7,4,0.0252342481190919,0.032552056299991,0.224803254008293,0.00315654641175407
7,5,0.109866530264427,0.141727285147302,0.224803254008293,0.00805342174547773
7,6,0.219127489838046,0.282673387073776,0.224803254008293,0.0142585429814436
7,7,0.101741419259898,0.131245931805017,0.224803254008293,0.000503080730297004
7,8,0.74784275186289,0.964713481744789,0.224803254008293,0.0142081955745023
7,9,0.131206901433142,0.169256259280719,0.224803254008293,0.00484849462236593
7,10,0.110786212340538,0.142913670514457,0.224803254008293,0.00382895963180312
7,11,0.0774676618146652,0.09993290376311,0.224803254008293,0.0198921424808016
7,12,0.00927981118029518,0.0119709109052355,0.224803254008293,0.0160380091455278
7,13,0.0462562252924653,0.0596703037411359,0.224803254008293,0.0296894332002995
7,14,0.0159323298296685,0.0205526273324152,0.224803254008293,0.00319863369724413
7,15,0.0974876760832226,0.125758623971656,0.224803254008293,0.0104191598630472
7,16,0.460478803548706,0.730936583135958,0.370015382766724,0.00910658723052091
7,17,0.0627343356766007,0.0770312802780422,0.185599207878113,0.068260660325909
7,18,0.119002689242505,0.138930171740417,0.14343523979187,0.0170052300335656
7,19,0.19884646932082,0.412161928143285,0.517552554607391,0.0460002230232792
7,20,0.37274200556949,0.435159164706847,0.14343523979187,0.0690976859663093
7,21,0.0265818629997366,0.0275564215208568,0.0353659316897392,0.0472630382575392
7,22,0.340958164745798,0.418942055745411,0.186144813895226,0.0239464854264907
7,23,0.185037884327919,0.227359716430065,0.186144813895226,0.000625409195599873
7,24,0.185037895492779,0.22735973014855,0.186144813895226,0.00352274512942922
7,25,0.259379873461967,0.31870519214038,0.186144813895226,0.00784770538742821
7,26,0.207056344276548,0.731809409269286,0.717062473297119,0.0147864040760946
7,27,0.19993642520003,0.840175147546079,0.762030065059662,0.0492326838845621
7,28,0.0121780982505283,0.0209284795242389,0.4181087911129,0.0127235370784068
7,29,0.049072223042141,0.248791102087185,0.802757322788239,0.148529373876894
7,30,0.535861241254878,0.915651695809864,0.414776116609573,0.0576823947901447
7,31,0.0204787448490379,0.118009272314579,0.826464951038361,0.06558457764524
7,32,0.742441789536946,0.993261791383542,0.252521544694901,0.126612518292727
7,33,0.112613171770228,0.160301974909367,0.297493547201157,0.0472205576329324
7,34,1.86883516900438e-08,2.71771594444396e-08,0.312350809574127,0.00517791613262687
8,1,0.593119251653154,0.642177821917657,0.0763940587639809,0.237892021405521
8,2,0.131697567452681,0.176652064577457,0.254480451345444,0.0226154210082665
8,3,0.533430226725302,0.688122376007766,0.224803254008293,0.0190980318624654
8,4,0.0759807972441295,0.098014855760169,0.224803254008293,0.0381407272771967
8,5,0.0447252456072796,0.0576953474566805,0.224803254008293,0.0102190769488145
8,6,0.18011358235331,0.232345637781144,0.224803254008293,0.00756806045803117
8,7,0.173735926828508,0.22411849343646,0.224803254008293,0.00108291863617599
8,8,0.326913941798334,0.421717381411495,0.224803254008293,0.0121240643647501
8,9,0.109282373035292,0.140973725187001,0.224803254008293,0.0110381027423748
8,10,0.0320052128305322,0.041286567566261,0.224803254008293,0.0135244263426376
8,11,0.0436801870787818,0.0563472270809159,0.224803254008293,0.0182934486033282
8,12,0.0540524609845244,0.0697274095434641,0.224803254008293,0.0176650521481275
8,13,0.0455316728012743,0.0587356345814194,0.224803254008293,0.029127227404444
8,14,0.0422792324009596,0.0545400024181885,0.224803254008293,0.0108383258053792
8,15,0.0363791697053497,0.0469289504805776,0.224803254008293,0.00734417030191095
8,16,0.182512291711163,0.28970912418895,0.370015382766724,0.00382480997209412
8,17,0.00966093148842983,0.0118626253582817,0.185599207878113,0.0836128750703298
8,18,0.200221501930718,0.233749403701908,0.14343523979187,0
8,19,0.122759625402611,0.254451809362802,0.517552554607391,0.0930068868532802
8,20,0.217954451908556,0.254451808005266,0.14343523979187,0.0192408436784088
8,21,0.156897439877871,0.162649697986208,0.0353659316897392,0.0261330559695683
8,22,0.185316336553863,0.227701856199766,0.186144813895226,0.0181549542861806
8,23,0.113476787099518,0.139431177729092,0.186144813895226,0.00351910286429231
8,24,0.156413354208863,0.192188188856398,0.186144813895226,0.00139088701358457
8,25,0.161648394419581,0.198620586536105,0.186144813895226,0.00380996900685936
8,26,0.157811737059036,0.557761774827266,0.717062473297119,0.0098756330841335
8,27,0.0797185590378447,0.334994246469963,0.762030065059662,0.0201846132661034
8,28,0.0503731303752396,0.0865679522321382,0.4181087911129,0.0140779888703828
8,29,0.0277696691199352,0.140789354071286,0.802757322788239,0.0205138639068692
8,30,0.561049756181604,0.958692514275439,0.414776116609573,0.0542556179472577
8,31,0.00645443522235567,0.037193842171805,0.826464951038361,0.0531341645275767
8,32,0.728664699965748,0.974830371088526,0.252521544694901,0.0298386547437994
8,33,0.10693214408718,0.152215177043789,0.297493547201157,0.0888550036298562
8,34,0.160737588218147,0.233749403701908,0.312350809574127,0
9,1,0.781671295459162,0.846325538370928,0.0763940587639809,0.041453385919275
9,2,0.0770757627745384,0.103385300779352,0.254480451345444,0.00120276355906129
9,3,0.597037627238773,0.770175610676725,0.224803254008293,0.0312718525355934
9,4,0.112384609327138,0.144975594787056,0.224803254008293,0.00271321081927778
9,5,0.182307186975735,0.235175376984471,0.224803254008293,0.00509076669184079
9,6,0.100780646408592,0.13000653953941,0.224803254008293,0.0133143128863528
9,7,0.407463645774376,0.525626104445406,0.224803254008293,0.000111884982238259
9,8,0.758145530926562,0.978004016201937,0.224803254008293,0.00548236412967469
9,9,0.142721505329955,0.184110041828635,0.224803254008293,0.00251741210036083
9,10,0.106818290676388,0.137795071030304,0.224803254008293,0.00567816284859165
9,11,0.0408792465118722,0.0527340274881772,0.224803254008293,0.0109367570137898
9,12,0.0220804558044214,0.0284836796833737,0.224803254008293,0.00128667729573998
9,13,0.0707942307139406,0.0913242103762623,0.224803254008293,0.00117479231350172
9,14,0.0797873529381314,0.102925293934328,0.224803254008293,0.00064333864786999
9,15,0.148363050065793,0.191387606866168,0.224803254008293,0.00730049509104641
9,16,0.42606481145423,0.676309865033518,0.370015382766724,0.0103213896114794
9,17,0.0538344250961584,0.0661031099391431,0.185599207878113,0.0624318200889486
9,18,0.0655635292954303,0.0765424079313041,0.14343523979187,0.0206427792229588
9,19,0.238287417455423,0.493913730357735,0.517552554607391,0.0561103185924869
9,20,0.480012917545506,0.560393025541783,0.14343523979187,0.0989342955441806
9,21,0.0397403982588907,0.0411973820585702,0.0353659316897392,0.102374758748007
9,22,0.31728797058433,0.389858018971304,0.186144813895226,0.0138457665519846
9,23,0.033360517808391,0.0409907295277666,0.186144813895226,0.00615367402310425
9,24,0.00784539230233195,0.00963978903898261,0.186144813895226,0.00304886576599256
9,25,0.014844565459903,0.0182398118404224,0.186144813895226,0.0210064054152331
9,26,0.242198586640662,0.856014362827878,0.717062473297119,0.0126989454840424
9,27,0.175186955248822,0.7361726400133,0.762030065059662,0.0525020279153031
9,28,0.053450150339739,0.0918559165758242,0.4181087911129,0.0048390254818047
9,29,0.0785856676991475,0.398421218014483,0.802757322788239,0.0917456854353724
9,30,0.574675541597616,0.98197554458697,0.414776116609573,0.0990182092808593
9,31,0.00439854206574253,0.0253467071468361,0.826464951038361,0.0698442001622332
9,32,0.743865664824623,0.995166696170524,0.252521544694901,0.0445022516852675
9,33,0.0230653665014351,0.0328329603372906,0.297493547201157,0.0378171239965316
9,34,0.00322935249261736,0.00469622088934239,0.312350809574127,0.0619842801599955
10,1,0.707966290896141,0.76652418449009,0.0763940587639809,0.0327603180909844
10,2,0.137695487072259,0.184697352766616,0.254480451345444,0.00623577329656328
10,3,0.683013090961655,0.881083537170784,0.224803254008293,0.0245124999266034
10,4,0.0067371061894485,0.00869083393897602,0.224803254008293,0.0116925642415785
10,5,0.0448283794498785,0.057828389607763,0.224803254008293,0.0115359848744331
10,6,0.0507096240576793,0.0654151663044027,0.224803254008293,0.0146460425543575
10,7,0.138170916624383,0.178239804719022,0.224803254008293,0.000475609827703979
10,8,0.726598376396219,0.93730834159615,0.224803254008293,0.00817931469125485
10,9,0.0176368026369187,0.0227513888933525,0.224803254008293,0.0175427608465464
10,10,0.03543095514644,0.0457057583505634,0.224803254008293,0.0116514621577028
10,11,0.0194011860361378,0.025027434824069,0.224803254008293,0.0473300282038585
10,12,0.00912440661406224,0.0117704397770522,0.224803254008293,0.0258747404207679
10,13,0.0069741679715774,0.00899664247513754,0.224803254008293,0.030360739289482
10,14,0.00724918234687419,0.0093514096703287,0.224803254008293,0.0369625168567475
10,15,0.0570763010250962,0.0736281483639081,0.224803254008293,0.0256907596643721
10,16,0.435352854139555,0.691053149918975,0.370015382766724,0.0183060852613799
10,17,0.0657509469151508,0.0807353670958981,0.185599207878113,0.0825975734112577
10,18,0.0997124932263657,0.116409754239875,0.14343523979187,0.0176249650142977
10,19,0.114040282754726,0.236378664337048,0.517552554607391,0.0541079575591625
10,20,0.189021484125945,0.220673897534631,0.14343523979187,0.0707543015288018
10,21,0.0475096935953588,0.0492515194684975,0.0353659316897392,0.0381583917733201
10,22,0.167984689847065,0.20640611833054,0.186144813895226,0.0379196082384234
10,23,0.0348686732870182,0.0428438300601174,0.186144813895226,0.000140921430430809
10,24,0.0489475322114559,0.0601428031020183,0.186144813895226,0.000475609827703979
10,25,0.0973998290351788,0.119677100666211,0.186144813895226,0.0138866326237026
10,26,0.202936619997494,0.717248865367379,0.717062473297119,0.0116573338839708
10,27,0.116077568166337,0.487782493176874,0.762030065059662,0.0180575155160367
10,28,0.0489157852032638,0.0840634545705166,0.4181087911129,0.0189284882457826
10,29,0.0321363004574565,0.162927723917247,0.802757322788239,0.100169692889144
10,30,0.554418841000423,0.947361952811054,0.414776116609573,0.0568520109683847
10,31,0.00480431717220884,0.0276849962065637,0.826464951038361,0.0578776058231867
10,32,0.736373824220811,0.985143878053641,0.252521544694901,0.0614965464463334
10,33,0.0409488486224453,0.0582896405567547,0.297493547201157,0.0341519172164886
10,34,5.95384022176933e-08,8.65825235405573e-08,0.312350809574127,0.00138572739923628
11,1,0.828465551711012,0.896990279861468,0.0763940587639809,0.0152437596590643
11,2,0.0407756421892254,0.0546942628973491,0.254480451345444,0.00142837072074182
11,3,0.713697922082399,0.920666818807872,0.224803254008293,0.0217065517725847
11,4,0.00770553920455749,0.00994010777831609,0.224803254008293,0.00369971432585585
11,5,0.0557799138654837,0.071955815286769,0.224803254008293,0.00323139605676017
11,6,0.113023036833819,0.145799163139196,0.224803254008293,0.0162272280241652
11,7,0.0778092017954821,0.100373488663115,0.224803254008293,0.000398070528731326
11,8,0.710186062438632,0.916136537093036,0.224803254008293,0.0110757270641128
11,9,0.0535648541198151,0.0690983990796939,0.224803254008293,0.00992834730482836
11,10,0.0705162334054865,0.0909655952119294,0.224803254008293,0.00571348288296726
11,11,0.035757812299801,0.0461274024751693,0.224803254008293,0.0273732028286423
11,12,0.0163195391086129,0.0210521254029974,0.224803254008293,0.026436566290451
11,13,0.0212653557450505,0.0274322046048398,0.224803254008293,0.0201142696576593
11,14,0.00979941941727445,0.0126412029822675,0.224803254008293,0.0229007633587786
11,15,0.0638022614253268,0.082304604289463,0.224803254008293,0.0153140073994287
11,16,0.425979007673476,0.676173665230528,0.370015382766724,0.0119889476888493
11,17,0.0772407110985155,0.0948436099838116,0.185599207878113,0.057205076570037
11,18,0.0706026195098657,0.0824253142199202,0.14343523979187,0.0192947126867419
11,19,0.129212267085469,0.267826616804486,0.517552554607391,0.0439750854680841
11,20,0.242404064540604,0.282995607339373,0.14343523979187,0.0751416662764014
11,21,0.0171303895120757,0.0177584330419542,0.0353659316897392,0.0424296351800684
11,22,0.220767610937579,0.271261539776141,0.186144813895226,0.0211211539362151
11,23,0.0239545590340574,0.029433441529945,0.186144813895226,0.000679061490188732
11,24,0.0543944282697575,0.0668355122612131,0.186144813895226,0.00154545028801574
11,25,0.200798726290033,0.246725375371857,0.186144813895226,0.0149861846110617
11,26,0.170788959602574,0.603627809972071,0.717062473297119,0.0139090525921416
11,27,0.168272372619287,0.70711610129017,0.762030065059662,0.0280990961457406
11,28,0.0679195865832639,0.116722139028641,0.4181087911129,0.0108415679295649
11,29,0.044467904125838,0.225447680767874,0.802757322788239,0.148901793658971
